Batch,Heigh(µm),Spacing(µm),Span(µm)
Batch 2,270.0115574839592,522.1930706870127,97.40205129747238
Batch 2,232.45634083535785,483.64451481968723,104.16106910830231
Batch 2,214.41037573765811,570.1451931974043,87.34571488643435
Batch 2,218.3370517397688,503.1610607643622,92.90478659042542
Batch 2,197.6016586411944,649.9182967988878,102.0394849299078
Batch 2,241.96472968461524,521.2058833033968,107.59959397087431
Batch 2,232.1244118811502,484.4013884785028,90.51419332692377
Batch 2,197.4375061541727,652.3154272748353,107.16239160738715
Batch 2,249.36188281232342,567.0837781611219,88.4873897124051
Batch 2,219.87362734640737,522.0565886036062,92.55600208257867
Batch 2,219.67614853227707,552.7637725404599,85.59601839291534
Batch 2,203.76791603310815,537.2449364806898,89.71459160939415
Batch 2,190.9417556015576,584.7681227103918,98.14901669817618
Batch 2,258.52673019894036,563.9188669421662,100.79629250497862
Batch 2,202.77329216109487,550.5989215007139,92.46900337644213
Batch 2,219.67394593153386,513.7968756566399,94.7073394368846
Batch 2,230.43211577654975,530.4749747914389,91.76863611857071
Batch 2,221.3354652972523,509.71381634452524,92.03995055146274
Batch 2,240.861897386252,576.4532373196494,93.95730892244345
Batch 2,218.0494011750089,494.31344809469095,97.08266658250655
Batch 2,193.60292629977673,581.8374010956803,102.39279761402837
Batch 2,233.57933648795623,546.8883942874801,88.9926162117909
Batch 2,249.22772946214394,546.1770943136778,89.0336707977755
Batch 2,262.43192427144413,555.8323059994445,108.4998946458584
Batch 2,195.9132297444967,574.7373248078386,95.60266759947655
Batch 2,266.3403554799483,551.4977688514666,111.16327991075875
Batch 2,233.29359524070043,525.6666000502013,91.62822767406689
Batch 2,261.83171407816934,563.7891284260812,100.98500531727984
Batch 2,220.38042823315402,567.0251031551053,96.53282059647819
Batch 2,232.85525432735466,551.7618632193496,94.54080164192189
Batch 2,250.75919503008637,488.7969195460255,94.36593375966929
Batch 2,261.82473634506283,647.5232152258698,84.87534794973318
Batch 2,291.2055433148547,575.0909348943967,102.16750305787969
Batch 2,242.16381445457444,662.1970465298866,99.2434964949987
Batch 2,232.7285663906693,569.3356287637648,116.36887138687212
Batch 2,228.58906396440773,533.5497687889286,92.03185403054297
Batch 2,233.72688341495456,563.3493676121275,106.97255176846119
Batch 2,203.12288838687655,519.4576158298646,103.94241042147468
Batch 2,215.5278134898171,504.51734881942053,96.87238680309923
Batch 2,237.81608167691508,545.0684055976245,94.08957442939638
Batch 2,243.63793459246506,523.4298362724649,92.8563806450481
Batch 2,203.23665092636887,527.0227752561389,88.55863230848581
Batch 2,235.16188750076435,483.76426638182375,94.13192883551181
Batch 2,209.93560721494626,602.1112423842096,92.73965300538092
Batch 2,216.20277314284397,633.4490854221661,86.51500618480121
Batch 2,206.67055056235705,644.8257937022893,94.39095148494636
Batch 2,260.0524648005119,524.100564021553,101.9748646945746
Batch 2,251.23256700937026,498.16883968688927,93.19801643011421
Batch 2,253.58963541372248,540.6817022524613,105.4460548563487
Batch 2,241.0381429407391,511.13744033662346,88.29703522718465
Batch 2,270.8056489077003,496.0801505472147,113.26653645007306
Batch 2,203.64248271136142,503.3749000974895,93.10628087013316
Batch 2,197.3643437014713,488.06383844955764,93.09438672159425
Batch 2,210.65846923408887,615.0394443850931,95.54381869551366
Batch 2,218.79944901271813,538.6128973342628,101.76977818665752
Batch 2,221.68904213041458,570.3826002078706,87.967217616652
Batch 2,193.5780330088018,692.1140101079013,87.80830135148003
Batch 2,188.19478070902107,551.0836399130942,88.0654982262738
Batch 2,221.3111511820205,532.4418064833972,90.77580959179728
Batch 2,190.4921492026821,580.3870361740151,102.29129985323061
Batch 2,203.56515617168088,530.3121830557589,95.62360164778659
Batch 2,213.70015794769589,538.7568943511126,88.55941201677699
Batch 2,207.90069786844586,567.3808144713881,100.63248022792077
Batch 2,234.63969982335482,506.53322543836333,95.96279077824471
Batch 2,217.39148582078514,509.6402553124455,97.97393653484363
Batch 2,252.66191287601978,509.82089777853315,86.46282480862473
Batch 2,240.8365461909886,599.234071154737,92.17114317371812
Batch 2,245.0884909750823,572.5509916950003,109.48065479377013
Batch 2,259.2059442268652,581.1084396172948,100.59349236991265
Batch 2,196.4729550413899,620.1844076599283,89.24965505618205
Batch 2,234.15168775414662,479.63591765929095,105.31214694058991
Batch 2,203.54667237488522,562.726145422059,103.78791341650069
Batch 2,241.6195336016363,536.1845979399861,99.59406673478212
Batch 2,216.38658656263527,486.71411626199995,108.1297738422243
Batch 2,194.50252435741353,665.2230343035758,88.83803401443537
Batch 2,249.09746984074252,559.3380635895993,101.50553945790472
Batch 2,215.15928507489872,485.08973642048295,104.1838851846195
Batch 2,218.3172913566791,573.6766883413724,97.07326961030364
Batch 2,195.46641931812053,587.4940183277681,85.35416591155781
Batch 2,263.8329723300502,558.3269041072521,100.61372288738863
Batch 2,256.77934421698734,535.5228132173165,104.1472372702045
Batch 2,221.36708770908749,534.5224806245718,88.7638197836757
Batch 2,248.72441154642195,617.1998336928216,93.14105578757716
Batch 2,194.99597206417823,587.9388450248359,101.60821316811973
Batch 2,208.72180091944225,586.9948454309265,96.9449032650657
Batch 2,257.5696739550661,551.7553490046299,102.30452983257356
Batch 2,186.44142256402455,496.84395220051454,101.29259015662481
Batch 2,231.63042850821722,631.1796758525982,101.31492071931027
Batch 2,199.51218730401558,642.6002777660906,97.47440051150936
Batch 2,228.12201724019368,605.6167518039903,104.14278919069146
Batch 2,227.86369088551544,523.6650204086193,110.0110878354039
Batch 2,207.07599280556397,522.2553444037665,99.31249674213744
Batch 2,245.4982381755549,587.5287428656604,104.62271128123808
Batch 2,217.91735784247237,523.2435236317339,104.16926048376907
Batch 2,244.76702492679112,529.1888581201993,88.38001008589485
Batch 2,245.1801573667791,601.2770235305281,90.33856488335505
Batch 2,221.82506438025905,547.3468706202025,101.42743423578978
Batch 2,211.2067305348201,605.3069887208808,95.81068204555146
Batch 2,215.05844898666487,551.4284156826752,91.9296307439636
Batch 2,212.0986691118062,489.0000652142179,97.3912093848575
Batch 2,219.66241230882778,497.29515224519776,86.39867041014844
Batch 2,205.46918200396098,561.3448920687553,104.0264317548185
Batch 2,193.0363530529881,543.7367864423396,103.49260706802795
Batch 2,207.43312365064753,539.6345183702165,105.67481969628273
Batch 2,227.9923774403373,537.7052393865596,91.77627852683682
Batch 2,252.3080636734283,663.3910445261126,91.00720297066538
Batch 2,190.9099825478149,564.4276415964742,88.04759330307813
Batch 2,207.88020723535186,528.1164425758437,89.0517675004481
Batch 2,240.05146678526887,527.0449455462174,92.46299635262021
Batch 2,189.3576690458343,647.925163148273,97.58873586434129
Batch 2,251.60275512860125,492.67785279944775,95.98720755297289
Batch 2,236.70164935496587,505.0346889881209,96.6762565709825
Batch 2,285.6577335933043,496.28877142534014,100.33451285904943
Batch 2,193.0932097331975,545.3015317531972,88.15818542410676
Batch 2,196.1484429476323,504.66984481985116,85.78765241279645
Batch 2,223.9948722810118,511.4384300733234,108.06440175564981
Batch 2,253.08340498365556,503.0593281969617,92.6619198820793
Batch 2,219.40017076886636,556.1575106890276,100.13733953200452
Batch 2,235.41647736337734,487.9235778497548,87.7582364468693
Batch 2,252.16599024108024,527.6830813261556,99.24664675048595
Batch 2,219.41221254074986,502.0601784565117,94.8545485339207
Batch 2,250.83278591514204,503.8919211504005,103.46146864187529
Batch 2,271.2421500639149,564.7199256307488,87.59301078587782
Batch 2,188.15819915877307,499.0222374437542,101.88729933245858
Batch 2,204.9487371806274,577.0420641407798,95.4562422070631
Batch 2,215.3481124477873,555.0241656033336,100.85994212740388
Batch 2,228.22418518345472,513.9434155001061,90.81018481396765
Batch 2,209.70337214046157,574.4538477977022,112.23187020178571
Batch 2,223.58256711998112,601.5373309700234,90.31279415894097
Batch 2,196.88160092246284,566.8513685680905,89.35454672720894
Batch 2,209.7048083885322,508.74555108762,94.52976022970446
Batch 2,255.05621155241238,520.5459883541193,110.94132850921041
Batch 2,229.81396340423248,533.8446697523113,105.01691860307898
Batch 2,251.57474643222776,509.01473343170784,91.07987291341445
Batch 2,210.06502722289562,565.3110902746095,87.75891046819609
Batch 2,208.9047529070987,560.3548733046882,89.76517608640145
Batch 2,249.95486001499683,545.0895007055707,84.37216447545738
Batch 2,244.23910254887116,551.9777224540003,85.74604343852049
Batch 2,222.47940442994198,510.006123288385,102.92864902985659
Batch 2,231.26899502839802,536.9481156940143,91.79162364866373
Batch 2,227.98469035498232,584.1546826243738,90.97938855108275
Batch 2,223.65565502368213,624.832685375336,102.50622169718594
Batch 2,223.1979125184497,553.4645265825858,93.55405326401967
Batch 2,246.52211034890138,593.5018404104607,103.24075967096914
Batch 2,203.7389122871529,534.671579607283,95.6473978099941
Batch 2,214.44678803712986,485.79583234507436,85.12604510405899
Batch 2,241.49498338672578,575.7066062918343,85.68326550259034
Batch 2,228.43712533324796,601.2143945660133,113.64409472133784
Batch 2,216.52910213571982,529.5160919277395,88.30501934785369
Batch 2,253.06444172725233,505.8627444120082,90.96330225938985
Batch 2,225.67678931262333,505.9039693802469,98.24673534463506
Batch 2,203.46402126009494,519.2203231820112,99.78635805186165
Batch 2,241.99557181319813,514.3490772884968,89.80140946776332
Batch 2,216.53479414845992,675.8186729442057,98.74981840523806
Batch 2,238.21038584820818,507.937680766671,97.06941396640013
Batch 2,235.48505433469336,486.01212894295895,99.25124672425484
Batch 2,191.13364967273765,528.4113186386218,90.11264908121774
Batch 2,202.43757908820817,503.1461513802833,109.5829057880248
Batch 2,196.34594571962464,545.9750518047165,92.73836542728179
Batch 2,210.70939532882724,613.0339842251867,94.19470916493603
Batch 2,225.57235742547454,533.3364104937187,88.75467357970044
Batch 2,213.17499679374168,612.2354319725373,99.39287803380601
Batch 2,199.0934310631519,564.4568203447783,88.87745087343121
Batch 2,204.30127118110124,566.278383948796,90.26273779312801
Batch 2,200.08966359728925,633.5700879538933,107.26098628737242
Batch 2,219.42818851446327,513.7674553977489,102.94662997837466
Batch 2,212.20997116685325,501.4443001861599,89.90237075017853
Batch 2,234.54109488845444,578.7762112938661,87.33434926995932
Batch 2,254.25069768685097,603.4961136861435,97.32306987625066
Batch 2,235.36192811718723,572.3410973748389,104.1148224941972
Batch 2,199.95756611444418,532.7547324554739,92.25023883120737
Batch 2,229.1219281075434,630.8847935048303,96.57365671236472
Batch 2,212.40664376223305,501.99792315855905,87.85886145809141
Batch 2,185.98533753250365,485.2620945281225,86.83117249833053
Batch 2,251.60021991386725,503.4858497862606,96.80503820758108
Batch 2,196.7220177757953,540.3363100588433,112.12527419120754
Batch 2,243.141511113908,558.0987632205062,88.07173553499693
Batch 2,220.5988822270603,546.5771152189142,104.4093522586355
Batch 2,228.38105751448137,536.6542737662321,99.92679199821137
Batch 2,234.21292982342436,639.3326596504205,97.22158050569033
Batch 2,190.76693195645646,543.8617857111003,90.0602248464186
Batch 2,251.86492115719054,553.0248420530452,99.95890762185198
Batch 2,216.95909397773374,550.5268169995755,100.04854516162476
Batch 2,205.6015044731721,525.2129458607931,87.99473072664941
Batch 2,214.6327942744727,482.457058408356,94.10772381125997
Batch 2,194.47640426581754,558.7565593920485,97.70755669895202
Batch 2,254.68414729445746,592.6677534102093,91.1901424145945
Batch 2,218.7097540580475,595.6397193782591,103.79429062163786
Batch 2,236.54010805571505,541.4586867903442,91.91210411893715
Batch 2,235.74709781636938,510.4332174012089,103.012618408645
Batch 2,201.04476163586838,595.7451815522977,94.45629223864665
Batch 2,225.12765779498147,489.9625585643421,99.8233875193691
Batch 2,225.65293519862337,494.842792461054,100.29904760347385
Batch 2,271.3726303963707,611.9184749599758,89.43155905251169
Batch 2,196.9740291999856,557.1895910412254,111.12663309806173
Batch 2,232.1209797249163,528.975455325019,92.34784503933683
Batch 2,206.00777594130116,579.9478352390036,95.10686981171754
Batch 2,195.94438027557726,593.8852188005111,87.0557109966497
Batch 2,199.81237915399225,501.9665933572469,86.35604443939758
Batch 2,209.84049344473834,566.7996865406817,96.18568361361339
Batch 2,214.53934891366947,524.8934620113496,99.51499957124264
Batch 2,210.672989646268,604.1660246794876,92.6229074543583
Batch 2,205.87625110890613,515.0438478112032,86.11500974053197
Batch 2,250.7667617200606,580.1549876590119,88.9398744925389
Batch 2,248.99088586724537,503.04880897570496,92.95235771905674
Batch 2,249.430424460991,582.0092775897317,102.94914709681615
Batch 2,209.28967552964923,601.8161913123515,91.25055202278733
Batch 2,215.72514163776304,676.9483908817947,103.18455612981754
Batch 2,221.94322693051035,519.6630445711048,90.94833525102422
Batch 2,220.4182129960168,640.760898566309,104.70470798947727
Batch 2,234.42590637095145,505.02763143461397,94.19853838238598
Batch 2,224.94740432620688,548.6181632002751,98.63256290983082
Batch 2,260.30315649906345,550.4294941919248,105.03899077258191
Batch 2,212.12882262627062,510.52288081928253,89.19330717248525
Batch 2,200.13919692877832,508.3165048101457,95.32216048242378
Batch 2,206.66611665135883,485.37525086697605,98.92843838417502
Batch 2,235.13594605051014,599.2141924728915,91.48257841137266
Batch 2,207.90061722642122,608.3877324334449,108.2213928803421
Batch 2,188.05158770757143,508.7002128431653,96.49935460913757
Batch 2,256.91145988562414,508.9971600644254,104.08210836859291
Batch 2,226.18336175624717,528.6876287422615,97.15969473249035
Batch 2,217.02702042694798,523.0380401555421,88.77106915111943
Batch 2,237.32170461264948,574.289562599261,89.14787499121941
Batch 2,262.6089939960861,542.6594417683651,87.98259196764387
Batch 2,216.54652227652164,573.8899794389677,97.6521433361192
Batch 2,219.6243833853456,552.9445393844595,96.19087892816373
Batch 2,240.53175188761696,622.6281617660294,94.13068251724992
Batch 2,228.49116601386413,565.4757228703002,96.45578914208909
Batch 2,219.05137101135847,556.5008767815206,102.7280780816669
Batch 2,274.2544340116899,547.7903518529365,98.04371830434854
Batch 2,197.09224165149863,620.191111635515,84.3470980629007
Batch 2,189.38491970696552,551.3286188821376,89.3009374514495
Batch 2,232.70862969059763,537.2810400464199,90.96636139461117
Batch 2,233.746081158332,564.1648485553676,85.37641619981815
Batch 2,193.61744468958594,498.3893728181433,97.59277289315014
Batch 2,216.64695408221627,496.67001035925324,93.08123301408158
Batch 2,234.2087269276047,578.2960805655447,94.27767636980032
Batch 2,197.12749269434016,592.680274241483,100.06153598392878
Batch 2,223.8411519609227,560.2893459323612,89.01980615337513
Batch 2,228.0792400970896,494.48468122258276,102.28012914637539
Batch 2,241.77631419641796,512.9292066189215,105.89634445629855
Batch 2,225.01494470124806,587.7397295100424,91.26357204675368
Batch 2,212.22933604515742,522.1471888501158,107.38470942704382
Batch 2,224.56544202034746,484.41488809715065,115.7436366611023
Batch 2,197.31345380744762,597.5490274889272,100.4317051018458
Batch 2,226.95307703485852,504.2693135441335,93.9987267548003
Batch 2,218.5561207982015,599.8390758730657,92.92079207554634
Batch 2,223.63039768843444,494.4143490803677,93.54000658838096
Batch 2,225.8605325460939,636.2056212230566,89.15029380543044
Batch 2,243.5092678761615,527.1447651606094,110.63992573139126
Batch 2,239.1034124185461,502.52708826319497,92.3444021281066
Batch 2,247.54906797839334,532.0794599090239,89.5141668479195
Batch 2,195.67220486311035,541.2543646642906,97.28893022164553
Batch 2,245.2874148045865,568.4312003824739,100.83577685694354
Batch 2,231.23412101696854,517.0143616155647,92.70318800215415
Batch 2,278.164049910828,522.6717230643112,101.8080266736815
Batch 2,222.28572064518718,554.686526255388,95.58038046704982
Batch 2,193.69642182241967,558.2220213620931,98.59970010096899
Batch 2,213.81583545910723,577.1404239595422,92.04300447325704
Batch 2,187.43675736902333,597.9053516899216,87.92531607801735
Batch 2,194.7029922627998,666.5521983244306,102.94129501177771
Batch 2,229.72345172770233,514.8947336261592,104.73427764254455
Batch 2,243.25581264498567,548.9998316503257,90.28613522196096
Batch 2,198.2457881843562,512.794979250639,107.79016053501172
Batch 2,192.2161499459898,524.9682319996047,101.97118326126431
Batch 2,263.37867297768986,608.8154285815826,114.73407877956595
Batch 2,218.50858841678104,552.5178498945778,91.30075849836595
Batch 2,217.3705458184528,576.6156137885682,91.08267385741318
Batch 2,187.38718733600643,595.7987008920248,92.46192210119693
Batch 2,230.2541153515761,536.4875282943041,103.67601604516116
Batch 2,212.40643244832245,536.5177843394296,91.1562212165113
Batch 2,222.3775919432536,590.1673122567742,97.23425671998363
Batch 2,266.61854562006795,523.3814562105777,93.8118971340338
Batch 2,192.42411758380436,546.196602620887,97.76736495826593
Batch 2,207.547728680354,508.28822469321995,92.18530685857303
Batch 2,245.87195025880226,555.1458503710278,87.65036564943173
Batch 2,213.12955748268342,508.7346443284797,95.07517971472885
Batch 2,208.39349008959636,530.9069636017333,119.223007310593
Batch 2,240.7006078805174,522.2722494080683,109.01266038828703
Batch 2,296.6757627157315,587.1327433011237,107.24624738506618
Batch 3,268.64813779094766,701.3459842879759,105.66626968787277
Batch 3,322.15502348357205,625.8705784992463,108.39264610511637
Batch 3,252.54565812555694,649.2160664658286,105.06826930798992
Batch 3,248.26825630185124,674.6201212229266,119.40268333216204
Batch 3,290.7607653394237,631.651943320848,106.9214093390843
Batch 3,277.46034168128205,639.7544348410785,103.53525402690991
Batch 3,301.7734415754974,605.8590238110759,96.78745509005077
Batch 3,263.201672679931,614.6509058639343,110.04582923874295
Batch 3,295.669126911027,599.6144813783701,99.15991941171744
Batch 3,251.32233414266247,636.1767778744778,109.87644417882476
Batch 3,311.27021001194873,702.1667702187812,108.46451636329306
Batch 3,253.87815074270404,648.3074195423502,97.84073408085861
Batch 3,296.85035777675444,600.4552089357867,94.92028032450476
Batch 3,290.1354711659405,634.133589279847,108.72039169642785
Batch 3,265.5234115122204,646.34382549871,106.80317143283725
Batch 3,259.1390994594452,626.0591708219572,94.97592686892202
Batch 3,265.6494185193533,587.46482066897,96.90704324556312
Batch 3,288.6034537636991,658.5144586652303,95.08883309184299
Batch 3,323.5908681039019,640.8615110958184,104.96169420955111
Batch 3,260.9465409966025,612.459723674368,103.40672614760098
Batch 3,295.6704684771388,614.0967155138565,112.13122505023874
Batch 3,308.5002854374703,615.7616633571898,93.99323307654875
Batch 3,283.14301961563103,591.9144233925113,99.63898909968326
Batch 3,290.0640477222613,635.0244018506554,103.49183372419495
Batch 3,302.9329112701962,623.2362502372735,100.10587960154636
Batch 3,252.4099942531299,642.5777537023585,111.32468392499271
Batch 3,253.80017153668288,596.6034812402145,97.31250400744084
Batch 3,255.634475757623,661.8260827629422,101.58664288574332
Batch 3,310.08724472838935,675.443396178655,104.25949791752875
Batch 3,282.0117346629148,653.633987265473,100.56295705686904
Batch 3,278.2787419421831,708.9253597378571,104.82176197806614
Batch 3,284.6514394983376,650.3714874591594,106.31921301495115
Batch 3,265.6962223389009,680.6070664315898,93.89364531420898
Batch 3,306.6292835411215,668.4987673121414,108.43135636167631
Batch 3,250.87176843447116,670.1643374338637,98.3077965306002
Batch 3,263.1603111387034,673.885016631906,97.56183710282001
Batch 3,314.2470243963671,611.1552233592088,93.22860780013123
Batch 3,269.8854733835286,766.240784348825,93.80310928253836
Batch 3,253.54363709336383,723.2465942226602,110.19913367569843
Batch 3,308.64386070284223,666.1466627078937,113.68872081943373
Batch 3,304.4089191706929,624.2631384506907,102.0413225533841
Batch 3,303.4964156633073,638.2223346639909,96.38951556920514
Batch 3,269.96381587488713,634.7612463465371,112.30616447822098
Batch 3,246.08987660803135,565.3524953480373,92.92652295543546
Batch 3,251.23636775240283,604.2484374169521,101.27863623736066
Batch 3,255.6975971855345,609.8105687037246,107.23954656332201
Batch 3,268.11386471904785,600.676870850494,97.94824284262198
Batch 3,271.4637833016528,641.3775606615939,94.82398271708416
Batch 3,275.05724650106833,656.9382323070529,96.35606235765489
Batch 3,338.22325405153606,603.4466270408783,94.03959819192532
Batch 3,249.3633443391427,607.3439868739944,98.18784114005322
Batch 3,244.38743191008638,585.1085457680156,113.03349861707397
Batch 3,297.13589781943125,573.0614906875969,100.55294369172321
Batch 3,244.7515744601362,584.9480621917693,95.15822953135847
Batch 3,270.34312052031476,590.8238219443643,98.31086437268657
Batch 3,289.4806087530482,631.6434249755646,98.75480139680086
Batch 3,245.85953207448955,638.2725090760632,99.22283454457519
Batch 3,299.65208278174833,752.6897366326989,95.85858859580789
Batch 3,250.34328128379843,776.7514032131713,106.40665714219806
Batch 3,253.5592212798505,764.6219206713586,96.59630568088373
Batch 3,269.74101922315333,641.9278745708565,97.03141584705135
Batch 3,285.93483931824915,675.6661395382375,98.32221978128078
Batch 3,281.9447815827298,632.7750673795406,112.31387401475038
Batch 3,265.84635587838085,668.9766833470646,92.19055372936245
Batch 3,287.7481440525902,597.0002647292575,103.93723600577994
Batch 3,271.1659869690682,621.49401735691,97.1116292358154
Batch 3,290.2003167001364,656.4909197120237,112.8266113671393
Batch 3,300.6696315234724,631.4929240977681,111.58088042145778
Batch 3,286.45273342404073,581.0511884983696,94.53594225322925
Batch 3,252.74139829916322,613.1592404987239,100.46278591027254
Batch 3,268.7597524582798,690.2001575151365,108.80007966378892
Batch 3,272.8475498226577,646.4063454009786,107.46581791653867
Batch 3,253.19105661871896,698.5631915795461,106.56226353626303
Batch 3,277.3622421268876,604.3903001031752,97.17272891710917
Batch 3,268.6531955164701,638.2828880007308,98.7366888256764
Batch 3,247.8113243434788,594.4564603663331,102.51058898884303
Batch 3,248.17701145918815,593.436719577506,98.02127298427116
Batch 3,272.153469204405,643.2046898879994,101.11448276681142
Batch 3,292.96344756264983,614.4579990157617,96.05038880211771
Batch 3,270.44430657281674,673.2860130706224,96.04128732127944
Batch 3,290.65414778566657,665.7484379406825,104.82585744218947
Batch 3,272.9603550492725,626.2384755285254,104.82048876228933
Batch 3,259.1133071400413,582.358823741358,106.95907233747243
Batch 3,236.4961774657223,571.1509825200104,99.972766633596
Batch 3,257.60553893826045,703.797094458845,101.0960673124162
Batch 3,273.9132531747426,631.8336510248108,94.28097850187821
Batch 3,278.50104069008717,589.7580624731697,105.68438460995267
Batch 3,247.29665014483754,734.7901056376159,99.1944165968286
Batch 3,285.67888600462015,691.2056237052677,104.95328401740916
Batch 3,267.9921051300573,668.8947182346974,116.06500438431166
Batch 3,276.0270740711984,650.5995841073371,98.69931174285682
Batch 3,287.85806657186754,599.5474684512486,107.76775862562326
Batch 3,238.02611275333436,607.7315102328058,97.02835119162458
Batch 3,299.59137781235506,591.9927265125956,96.2415926802753
Batch 3,296.1282421332909,704.6423593831063,100.72764589689602
Batch 3,279.3805266982364,689.5550824895731,98.31607103623287
Batch 3,295.2773321410351,644.6278730464995,102.76535818934032
Batch 3,257.7492294422432,669.0597665630984,95.24102726770937
Batch 3,270.6176057792186,655.6919547025534,96.41679157202402
Batch 3,267.9411623562671,599.2442549173193,105.95343075277971
Batch 3,260.8093153423774,622.8942351610515,97.83798265954718
Batch 3,308.18701846287195,639.2548082840183,99.53763172818373
Batch 3,257.09205434914384,783.6545745279601,110.80655140678641
Batch 3,295.7371627250951,736.3025162625531,106.03380450901855
Batch 3,266.94347239511274,580.5848879766917,99.51540389014797
Batch 3,252.1338994076532,596.3146634228983,98.20364047131048
Batch 3,239.17482050736726,619.8437946897766,96.39033465011264
Batch 3,256.78982169713,683.5967940234077,98.58090961688251
Batch 3,282.86271587753936,701.4568362462064,101.65651174112
Batch 3,246.63420045170642,597.0402014694832,101.1327623082023
Batch 3,275.1292487680087,607.7547653493668,105.04261624988735
Batch 3,304.2672895409705,618.5692000843338,99.70644581664885
Batch 3,274.30131752487745,663.0308775393903,108.5454729982547
Batch 3,258.3540078217561,649.1382503235998,107.47442019559956
Batch 3,308.27583116642467,620.9960659267149,106.2448585176325
Batch 3,271.04284568811465,640.855733691014,92.52594692200894
Batch 3,298.21847558648517,611.5186976515463,105.11290506973117
Batch 3,315.45722887228317,679.1744976182085,102.05762341083533
Batch 3,284.86811142710303,759.6559396996795,105.29657426872083
Batch 3,249.86673512757557,700.2903653385429,122.67123291367044
Batch 3,260.680639003807,605.2758496012921,99.45525050379977
Batch 3,284.02198050379343,699.3087991735931,104.21206381834654
Batch 3,271.06268687802253,711.60292524752,98.51598591001077
Batch 3,261.4089900401066,573.5710557312186,93.80919251490334
Batch 3,282.9306005327031,691.6615552326045,96.9422092777718
Batch 3,246.3114828927313,669.6372243399004,92.82915176530341
Batch 3,276.267509471588,625.3140461561878,97.37354223178136
Batch 3,272.46261053117564,710.7712415133406,101.7324009718171
Batch 3,312.17071089158037,651.090168223898,99.85849957499646
Batch 3,300.58210256644395,671.7603335469328,110.14623865629522
Batch 3,311.72007035545187,663.7824114656086,93.65663078752537
Batch 3,276.3226783087715,621.6454208514435,93.53283285479195
Batch 3,276.7558772134872,636.2857518468948,120.82362441607735
Batch 3,259.6120885366289,625.8556985178681,108.51453682266418
Batch 3,285.4084881990928,691.4543543488887,104.75458466348766
Batch 3,278.0362608355415,673.7184838768785,94.9764896419214
Batch 3,260.9121981467378,653.1781057084571,111.02670056509635
Batch 3,251.0185009182947,669.9834883756919,93.55826550200146
Batch 3,257.3060594978698,656.1116014205304,115.98302289853204
Batch 3,241.8427600290965,649.9909722149381,111.15321318162201
Batch 3,275.1262898589532,665.6831315691484,118.57941542025176
Batch 3,281.5348123348595,591.7003851723201,98.82506199415263
Batch 3,279.15690949745294,613.8267588849308,108.08904028247082
Batch 3,271.5612326098149,689.1924768585686,100.16641489617473
Batch 3,250.86897156000907,751.2821937863471,99.16449378856586
Batch 3,282.5850841556844,659.27141421607,98.18551761166589
Batch 3,302.6655873008947,696.4088864717446,96.86575974231756
Batch 3,307.7755953511168,658.9335186079884,111.74863254815699
Batch 3,251.01476567623152,641.5467640542756,107.78347797606273
Batch 3,241.65706391329354,680.4035822090628,110.44224275534194
Batch 3,281.35549229505966,632.9632438814234,110.87867227887938
Batch 3,260.1399703174487,669.409519689458,95.11058068334417
Batch 3,241.50435908690747,666.4499340709272,98.32425126288084
Batch 3,291.5013521034904,648.4740601633107,100.58224773589788
Batch 3,264.20037613954605,607.6169747433054,101.74908708005216
Batch 3,256.56426943607016,708.5420884794978,94.38729120178343
Batch 3,279.47260161437833,660.6171744681255,116.78565842201743
Batch 3,260.4638778577207,649.5520032560696,102.01000759375098
Batch 3,249.32215606042053,619.9058768478308,119.58090397284036
Batch 3,241.3829004610378,592.1554408596434,105.57904656395196
Batch 3,261.43950532542755,768.9449240962242,92.7614784073812
Batch 3,286.135896283487,690.2879349228276,94.99389606610941
Batch 3,278.30040333746905,576.7807197425869,99.85881640396772
Batch 3,302.2692669902719,709.5361132294042,109.26412927522898
Batch 3,300.94326547726473,667.494375066214,110.15047230536139
Batch 3,244.0036449147298,649.6371389194401,105.35184316519866
Batch 3,236.63116058947992,626.2823150918273,106.05397621873733
Batch 3,256.7747678765412,667.0471177616602,99.32795144847114
Batch 3,251.6437892746865,636.6233442139509,110.7382338028614
Batch 3,314.8990086986057,605.8981074392238,97.51344481577408
Batch 3,253.56571037292443,619.0220333047299,112.07392018977482
Batch 3,253.4503192600913,746.906097445538,96.66131906485907
Batch 3,260.1696827114565,652.6979760579313,94.20679083520668
Batch 3,269.04111761974684,601.7622626511165,109.15868756929044
Batch 3,297.0829566043931,585.5460171842144,110.82886582092414
Batch 3,261.15924535089067,624.4388235943413,98.18516056387158
Batch 3,270.15346129743233,600.3887991574452,106.59163278391259
Batch 3,261.6204010135889,596.8123342278813,110.6303513893754
Batch 3,274.30230632072573,713.9124786834341,102.53995497850862
Batch 3,281.4222520992929,650.4342566439609,99.3248766471326
Batch 3,248.29278277384208,668.2423990363613,103.90026167975427
Batch 3,307.7192598624599,631.8447228156583,107.0866082094308
Batch 3,252.22257314525172,623.0904984252905,111.07062977049239
Batch 3,294.4059974248028,610.997716639004,110.47471161206016
Batch 3,247.2502093612982,596.0632127688665,93.24280847436557
Batch 3,244.34934370619635,699.4912931256731,110.17041840220375
Batch 3,292.25011892507155,733.7095391938851,102.62719831803659
